Order ID,Location ID,TotalProfit,TotalSales,TotalQuantity,Order Date,Ship Date,Customer ID
CA-2016-145905,341,207.27,1264.14,7,31,713,562
CA-2016-145919,3,110.13,802.02,19,122,443,428
CA-2016-145982,359,165.89,549.78,25,278,142,26
CA-2016-146010,97,-32.51,40.64,7,244,454,258
CA-2016-146143,129,58.69,133.38,6,882,1054,266
CA-2016-146150,129,68.69,264.18,7,1173,317,248
CA-2016-146157,26,17.11,141.58,6,831,491,742
CA-2016-146171,112,156.68,558.24,8,21,543,655
CA-2016-146206,14,19.61,1020.89,10,545,749,409
CA-2016-146318,59,6.22,12.96,2,115,1386,507
CA-2016-146325,88,25.89,216.22,12,882,907,103
CA-2016-146374,285,60.32,128.07,9,5,107,785
CA-2016-146423,545,29.37,67.32,11,438,438,537
CA-2016-146437,1,10.32,39.68,2,1198,854,428
CA-2016-146521,63,-1.29,1.94,1,658,310,566
CA-2016-146633,13,394.65,1054.93,8,625,1019,592
CA-2016-146682,242,32.16,67.0,5,517,731,147
CA-2016-146766,458,55.91,192.8,4,254,254,627
CA-2016-146836,23,28.53,90.52,6,440,440,693
CA-2016-146913,9,70.2,1403.92,5,731,732,245
CA-2016-146934,387,356.81,1562.09,24,730,1022,578
CA-2016-146941,23,185.42,442.5,10,107,180,111
CA-2016-147067,39,6.03,18.84,3,122,596,251
CA-2016-147109,174,11.93,217.44,13,907,1375,340
CA-2016-147123,106,36.93,80.28,12,107,939,319
CA-2016-147137,9,255.6,1376.44,16,975,1374,731
CA-2016-147256,339,972.25,2377.56,10,508,147,763
CA-2016-147368,394,-27.83,695.7,2,632,1,646
CA-2016-147375,36,156.84,1321.47,10,1,403,178
CA-2016-147417,47,192.0,1439.98,4,197,1274,558
CA-2016-147431,164,5.9,117.96,2,1056,569,455
CA-2016-147473,13,18.66,38.88,6,198,1234,644
CA-2016-147536,23,18.89,89.97,3,482,413,239
CA-2016-147578,34,10.41,31.56,3,183,993,38
CA-2016-147585,94,6.22,14.82,3,77,396,118
CA-2016-147683,5,7.23,19.54,2,373,1019,178
CA-2016-147970,77,5.44,15.55,3,1011,1056,492
CA-2016-148096,62,12.1,161.28,2,765,1146,774
CA-2016-148201,5,3.11,6.48,1,370,48,230
CA-2016-148208,177,-4.38,165.56,7,115,1386,404
CA-2016-148516,199,86.39,179.97,3,1121,1190,61
CA-2016-148593,62,21.78,46.35,5,950,1133,217
CA-2016-148684,145,364.87,870.04,19,591,723,772
CA-2016-148698,32,5.4,86.35,3,440,681,420
CA-2016-148740,142,27.1,361.38,2,625,258,706
CA-2016-148747,94,84.29,477.67,2,477,720,442
CA-2016-148796,25,38.38,383.8,5,167,724,171
CA-2016-148852,200,76.95,1119.15,23,439,1206,647
CA-2016-148908,9,19.97,53.25,2,732,0,98
CA-2016-149111,314,10.43,55.41,9,764,438,408
CA-2016-149195,32,18.17,52.1,15,64,1243,760
CA-2016-149223,41,22.59,77.88,6,47,108,45
CA-2016-149237,201,11.31,26.94,3,439,198,632
CA-2016-149272,616,-179.25,550.82,12,543,690,501
CA-2016-149279,97,152.41,1344.42,11,423,236,642
CA-2016-149314,25,19.52,195.18,1,415,274,334
CA-2016-149335,34,11.15,37.17,9,197,197,604
CA-2016-149349,36,-8.53,22.75,6,396,373,70
CA-2016-149370,11,1.87,5.34,1,306,251,203
CA-2016-149454,101,4.8,10.44,1,197,1388,454
CA-2016-149461,311,1.5,4.18,1,373,258,216
CA-2016-149482,94,3.47,7.38,2,696,258,625
CA-2016-149503,352,99.3,273.92,8,10,939,70
CA-2016-149671,59,15.96,61.38,6,410,632,33
CA-2016-149685,65,20.3,60.14,6,750,680,327
CA-2016-149762,596,7.85,545.01,16,275,1286,742
CA-2016-149783,365,21.16,131.1,7,913,1243,111
CA-2016-149797,164,294.55,841.57,2,306,873,340
CA-2016-149902,23,22.89,88.04,4,178,1203,386
CA-2016-149916,60,23.14,66.92,5,596,435,525
CA-2016-149965,336,24.2,64.59,4,23,674,740
CA-2016-149979,112,115.46,487.22,8,713,150,154
CA-2016-150000,269,8.6,17.92,4,143,167,310
CA-2016-150007,155,-1.14,7.91,5,108,1142,548
CA-2016-150077,248,23.52,90.48,2,1084,1404,333
CA-2016-150343,94,5.1,10.86,3,765,623,7
CA-2016-150350,59,115.1,1599.86,29,828,133,474
CA-2016-150483,67,-40.72,252.01,12,1206,30,443
CA-2016-150658,64,3.37,10.78,3,1019,441,333
CA-2016-150889,189,0.9,11.99,1,231,554,287
CA-2016-150945,29,117.01,900.08,4,122,887,451
CA-2016-151092,3,18.48,211.17,4,876,572,364
CA-2016-151141,185,3.99,14.78,2,623,828,108
CA-2016-151148,127,14.38,230.09,7,126,1160,178
CA-2016-151155,129,14.32,34.34,6,887,435,437
CA-2016-151169,285,3.56,7.92,4,147,1373,501
CA-2016-151323,5,8.18,17.05,5,248,99,437
CA-2016-151372,414,51.85,112.12,6,64,47,98
CA-2016-151498,60,2.81,8.32,5,438,423,35
CA-2016-151512,76,3.51,18.72,2,482,460,64
CA-2016-151561,164,301.42,744.15,14,142,1243,310
CA-2016-151974,63,5.37,16.52,5,897,321,372
CA-2016-152072,73,117.74,311.97,7,804,1355,656
CA-2016-152121,57,23.8,271.99,1,581,896,113
CA-2016-152156,0,261.49,993.9,5,0,583,0
CA-2016-152163,37,40.75,85.5,6,949,949,282
CA-2016-152170,241,163.17,383.14,21,396,625,395
CA-2016-152247,552,100.2,1603.14,4,77,396,671
CA-2016-152289,89,14.72,1184.7,8,370,770,18
CA-2016-152331,155,0.46,5.3,3,190,1186,777
CA-2016-152408,45,4.48,13.78,3,666,206,627
CA-2016-152457,527,31.52,68.52,3,126,31,281
CA-2016-152471,133,56.5,839.94,7,630,630,9
CA-2016-152520,259,6.22,12.96,2,630,188,764
CA-2016-152534,205,20.0,44.04,8,23,674,317
CA-2016-152555,155,40.71,1702.39,17,892,1197,467
CA-2016-152632,24,19.3,40.2,3,189,1262,188
CA-2016-152646,13,15.55,32.4,5,831,491,260
CA-2016-152688,347,160.61,436.96,2,508,201,749
CA-2016-152730,470,509.12,1282.61,33,198,30,670
CA-2016-152765,66,54.22,173.49,7,1085,1133,201
CA-2016-152800,9,2.88,6.12,3,1172,173,727
CA-2016-152814,76,9.95,29.47,3,236,440,382
CA-2016-152940,94,4.46,29.74,1,338,373,197
CA-2016-153101,200,-12.78,146.04,1,162,162,307
CA-2016-153157,477,62.93,224.75,5,108,749,577
CA-2016-153178,255,383.94,1111.42,5,749,31,52
CA-2016-153185,93,11.22,30.96,6,323,162,588
CA-2016-153269,601,124.18,435.85,13,1185,299,519
CA-2016-153318,123,78.4,783.96,5,792,99,329
CA-2016-153346,170,10.58,27.21,8,967,1386,422
CA-2016-153353,45,11.6,39.99,1,298,1358,55
CA-2016-153577,418,4.47,577.12,10,812,949,542
CA-2016-153598,62,711.45,1761.85,11,275,409,392
CA-2016-153661,34,106.24,381.8,20,806,1011,56
CA-2016-153682,93,70.0,839.99,2,198,1264,410
CA-2016-153836,164,42.25,143.7,8,859,54,553
CA-2016-154018,161,-133.22,362.35,18,63,1242,66
CA-2016-154053,142,4.93,16.99,1,758,612,450
CA-2016-154060,307,11.69,187.06,9,440,541,297
CA-2016-154067,1,48.54,105.52,4,854,569,416
CA-2016-154081,13,22.24,222.38,2,730,211,531
CA-2016-154235,463,21.75,127.95,3,446,150,76
CA-2016-154403,256,2.44,4.98,1,454,1022,399
CA-2016-154508,64,13.35,28.4,5,76,73,76
CA-2016-154536,74,-7.33,9.56,5,64,369,209
CA-2016-154662,39,173.24,692.94,3,632,950,682
CA-2016-154690,306,22.53,225.3,2,243,864,666
CA-2016-154711,29,22.78,72.89,9,441,491,422
CA-2016-154739,9,28.14,321.57,2,107,272,109
CA-2016-154767,335,175.73,475.86,12,931,1186,669
CA-2016-154788,164,2.8,7.71,2,567,1314,252
CA-2016-154998,100,18.21,37.94,2,281,526,20
CA-2016-155005,30,94.49,377.97,3,900,1085,337
CA-2016-155033,3,5.07,10.56,2,877,1396,693
CA-2016-155138,233,31.81,99.87,7,162,126,758
CA-2016-155166,275,32.97,239.43,4,482,460,179
CA-2016-155187,25,23.79,83.66,7,446,182,156
CA-2016-155383,60,13.03,46.53,3,907,596,649
CA-2016-155439,37,12.44,25.92,4,749,31,43
CA-2016-155446,142,4.45,21.21,7,186,443,184
CA-2016-155474,59,15.48,127.28,4,630,216,417
CA-2016-155481,11,10.53,71.16,15,142,64,158
CA-2016-155488,172,11.45,44.02,2,373,1019,86
CA-2016-155516,113,311.35,1179.27,17,147,147,149
CA-2016-155530,34,-325.57,2003.52,6,907,1375,380
CA-2016-155551,386,-45.69,240.04,5,724,131,615
CA-2016-155565,45,15.37,54.9,5,316,316,553
CA-2016-155670,222,-5.03,21.5,11,572,864,191
CA-2016-155747,11,-118.01,337.18,2,403,1028,40
CA-2016-155845,296,52.5,1399.94,7,399,243,632
CA-2016-155978,215,104.77,1085.69,4,1147,1147,131
CA-2016-155992,241,29.75,111.75,7,393,824,417
CA-2016-156251,457,28.37,250.48,5,572,298,378
CA-2016-156265,3,53.41,482.58,7,1030,578,292
CA-2016-156300,201,60.36,754.45,5,723,460,180
CA-2016-156503,222,79.19,305.24,12,500,201,720
CA-2016-156573,395,6.23,60.49,8,211,799,181
CA-2016-156685,174,111.53,911.26,12,630,212,554
CA-2016-156748,83,82.95,933.95,16,885,409,94
CA-2016-156811,34,19.68,68.95,7,189,1262,162
CA-2016-157000,70,9.98,57.24,6,87,405,87
CA-2016-157161,37,71.73,199.18,26,87,1180,63
CA-2016-157217,94,137.09,425.95,5,1080,658,426
CA-2016-157245,101,179.75,641.96,2,288,1012,97
CA-2016-157259,45,207.89,799.56,9,435,1290,341
CA-2016-157266,225,36.98,83.15,10,439,1264,509
CA-2016-157280,220,165.8,1120.73,10,732,77,752
CA-2016-157336,69,190.9,840.0,10,49,5,81
CA-2016-157364,222,6.01,18.48,2,258,831,299
CA-2016-157511,47,-5.12,107.39,6,31,873,277
CA-2016-157588,112,32.63,88.15,6,216,1080,781
CA-2016-157686,34,12.18,194.85,4,393,824,379
CA-2016-157707,76,-180.26,227.65,5,1155,1396,566
CA-2016-157714,479,4.5,9.99,1,182,393,728
CA-2016-157742,330,10.42,27.79,3,723,413,107
CA-2016-157749,26,-462.96,677.94,25,30,632,107
CA-2016-157763,317,39.43,140.81,1,427,310,542
CA-2016-157791,122,899.98,1999.96,4,443,1290,662
CA-2016-157868,437,11.68,24.85,7,443,723,565
CA-2016-158001,45,297.67,1091.44,16,828,278,687
CA-2016-158043,592,11.68,23.36,2,1011,1084,759
CA-2016-158099,105,-807.78,1422.25,8,323,64,324
CA-2016-158155,29,127.7,330.82,12,440,715,553
CA-2016-158211,105,-79.6,109.25,7,810,1134,130
CA-2016-158260,88,77.22,686.4,2,254,0,693
CA-2016-158302,47,3.44,10.58,3,16,939,674
CA-2016-158358,355,57.59,159.98,2,758,387,613
CA-2016-158435,505,43.09,253.03,13,624,556,151
CA-2016-158547,72,9.29,123.92,5,198,30,594
CA-2016-158568,26,8.78,162.39,13,48,476,46
CA-2016-158575,361,16.89,103.97,6,741,390,115
CA-2016-158610,259,17.38,69.52,2,251,897,242
CA-2016-158617,452,16.15,35.88,6,897,150,663
CA-2016-158694,1,485.18,1467.13,33,338,373,482
CA-2016-158778,63,-70.48,1024.64,17,64,369,203
CA-2016-158806,139,-1.89,49.0,8,676,383,392
CA-2016-158834,57,33.01,361.1,7,69,1244,69
CA-2016-158841,101,2825.28,8805.04,20,1056,1084,339
CA-2016-158869,23,33.31,70.88,2,876,1121,706
CA-2016-158925,16,5.44,15.55,3,1057,99,687
CA-2016-159009,60,-16.32,197.97,7,713,720,317
CA-2016-159016,141,371.05,4173.81,13,612,21,580
CA-2016-159023,40,-255.45,184.15,10,54,732,508
CA-2016-159142,28,19.07,177.78,6,958,41,467
CA-2016-159212,270,124.44,273.59,5,474,732,454
CA-2016-159345,142,54.86,111.96,2,26,1303,490
CA-2016-159373,65,22.37,628.93,12,69,196,299
CA-2016-159639,73,10.41,31.56,3,581,499,331
CA-2016-159653,506,7.22,14.73,3,730,730,223
CA-2016-159695,14,13.86,158.37,7,41,342,39
CA-2016-159730,5,17.89,219.47,4,42,1331,319
CA-2016-159737,26,-14.97,8.81,3,323,369,229
CA-2016-159765,270,9.19,27.86,7,195,536,513
CA-2016-159891,148,694.42,1396.35,9,1011,1072,408
CA-2016-159912,74,-143.56,419.87,17,48,323,334
CA-2016-159940,173,-33.09,339.98,20,274,1319,292
CA-2016-159989,78,-9.15,40.68,3,10,180,12
CA-2016-160108,424,209.27,1085.87,10,16,939,151
CA-2016-160129,11,18.65,100.62,14,813,813,624
CA-2016-160136,162,3.35,9.25,2,54,1199,601
CA-2016-160220,190,88.49,338.54,15,201,1373,559
CA-2016-160234,148,39.43,135.95,1,190,894,418
CA-2016-160241,173,-302.72,242.18,4,896,429,660
CA-2016-160304,517,105.54,405.92,5,1006,676,606
CA-2016-160479,59,13.45,35.4,5,306,873,738
CA-2016-160486,582,25.28,72.22,4,945,1295,699
CA-2016-160500,235,9.82,305.5,8,465,541,661
CA-2016-160535,170,185.98,883.32,12,881,885,771
CA-2016-160598,229,11.24,31.01,1,370,770,458
CA-2016-160717,537,391.75,3528.49,14,112,725,467
CA-2016-160745,172,60.35,633.18,11,25,186,255
CA-2016-160815,258,80.74,278.4,3,64,47,309
CA-2016-160941,52,198.86,423.05,6,658,1388,460
CA-2016-161025,13,108.18,772.68,4,275,10,306
CA-2016-161095,3,14.56,41.32,5,931,931,294
CA-2016-161158,23,3.44,8.0,5,195,1309,28
CA-2016-161207,208,8.1,27.93,3,48,323,144
CA-2016-161361,543,14.18,34.68,6,253,463,597
CA-2016-161389,5,132.59,407.98,3,5,107,5
CA-2016-161473,45,17.88,46.0,8,178,41,533
CA-2016-161543,59,5.86,11.96,2,1120,458,742
CA-2016-161662,403,10.62,30.35,2,569,1205,648
CA-2016-161669,1,30.63,90.4,12,77,1199,313
CA-2016-161676,276,4.22,33.8,5,427,310,687
CA-2016-161746,62,26.81,615.41,11,147,189,229
CA-2016-161781,134,10.63,40.88,7,321,955,385
CA-2016-161816,162,47.28,385.29,7,236,766,240
CA-2016-161907,11,-191.17,887.96,7,41,526,423
CA-2016-161928,9,12.6,201.58,2,812,622,663
CA-2016-162082,114,4.05,392.05,13,560,716,365
CA-2016-162110,51,3.5,55.99,1,427,405,73
CA-2016-162138,107,116.74,351.51,7,131,1253,136
CA-2016-162159,112,30.44,121.78,2,1142,31,128
CA-2016-162187,47,-263.57,1252.64,19,25,25,374
CA-2016-162222,176,3.21,10.27,3,1015,1015,256
CA-2016-162236,43,-322.9,1106.93,14,254,61,45
CA-2016-162313,367,29.74,167.29,6,581,885,146
CA-2016-162348,379,2.79,9.98,1,338,625,408
CA-2016-162355,494,301.09,1302.83,10,1186,415,58
CA-2016-162383,403,-15.17,103.06,10,64,108,198
CA-2016-162390,419,482.66,1671.07,22,409,939,317
CA-2016-162404,228,-18.84,11.42,4,310,1274,739
CA-2016-162614,13,8.86,27.26,2,877,63,621
CA-2016-162726,483,11.03,34.05,6,797,460,363
CA-2016-162733,62,2.69,5.98,1,74,536,74
CA-2016-162747,252,38.04,86.45,7,231,869,692
CA-2016-162901,101,7.85,31.4,2,463,1044,442
CA-2016-162943,45,31.02,253.76,2,1131,1388,715
CA-2016-163048,66,0.0,241.5,4,597,431,775
CA-2016-163153,66,-0.92,100.71,3,844,869,678
CA-2016-163167,510,431.19,2673.69,18,85,49,575
CA-2016-163174,506,41.04,186.54,3,370,133,190
CA-2016-163202,403,-2.03,2.91,3,720,824,312
CA-2016-163216,105,1.72,4.93,2,877,1155,585
CA-2016-163328,568,134.03,1465.02,23,254,61,734
CA-2016-163384,34,20.01,45.62,9,338,396,254
CA-2016-163398,155,-72.16,55.97,11,973,541,558
CA-2016-163573,59,381.24,1219.96,5,390,581,549
CA-2016-163594,1,-13.38,250.41,9,408,167,639
CA-2016-163636,36,0.31,3.54,2,5,10,486
CA-2016-163755,5,35.68,209.88,3,254,0,155
CA-2016-163776,501,363.42,1110.5,24,1080,197,559
CA-2016-163804,259,782.52,2781.77,16,499,16,489
CA-2016-163937,562,7.7,24.85,5,994,1283,677
CA-2016-163951,11,1.65,16.52,5,945,460,788
CA-2016-163972,253,21.29,120.67,2,508,147,450
CA-2016-163986,409,14.17,54.5,5,323,545,370
CA-2016-164035,26,8.38,23.12,5,1,26,257
CA-2016-164091,371,165.29,547.33,5,42,897,156
CA-2016-164154,213,-14.19,59.95,8,108,42,125
CA-2016-164350,48,8.44,67.56,3,545,126,344
CA-2016-164399,142,17.07,878.33,6,396,625,108
CA-2016-164483,34,5.89,17.46,2,806,1066,223
CA-2016-164490,155,3.35,9.25,2,64,545,711
CA-2016-164511,23,25.78,147.91,9,258,390,264
CA-2016-164574,43,6.34,732.16,8,875,1092,653
CA-2016-164637,391,64.2,128.4,3,758,387,502
CA-2016-164672,21,42.39,211.96,2,541,1309,334
CA-2016-164735,212,12.18,81.2,5,167,475,483
CA-2016-164770,66,-128.35,812.68,19,499,429,501
CA-2016-164784,31,-142.79,377.34,6,766,1314,520
CA-2016-164889,13,-1.78,71.09,2,1234,112,291
CA-2016-164896,218,6.32,12.9,2,77,396,390
CA-2016-164924,105,-319.19,341.99,3,212,212,105
CA-2016-164938,312,0.7,69.93,7,592,271,536
CA-2016-165015,55,17.52,46.72,5,781,535,232
CA-2016-165148,83,10.05,31.4,5,332,1057,327
CA-2016-165169,285,103.36,386.48,7,410,725,538
CA-2016-165218,77,49.6,162.34,4,346,21,338
CA-2016-165316,85,-102.34,324.4,5,310,1274,80
CA-2016-165330,158,272.38,1937.93,43,25,25,576
CA-2016-165470,133,1.65,5.08,1,881,885,707
CA-2016-165484,26,5.7,70.98,10,248,517,96
CA-2016-165561,292,7.6,25.35,3,390,85,615
CA-2016-165673,157,5.52,15.23,4,666,288,438
CA-2016-165820,9,6.22,12.96,2,182,955,61
CA-2016-165827,123,8.21,50.5,6,254,1199,716
CA-2016-165848,45,397.39,1562.69,11,30,30,633
CA-2016-165918,199,61.97,143.24,10,545,749,420
CA-2016-165995,141,58.49,387.0,9,133,47,696
CA-2016-166163,232,8.71,75.13,4,243,623,388
CA-2016-166226,141,24.44,129.03,2,741,441,426
CA-2016-166240,14,-19.6,8.71,2,890,931,704
CA-2016-166275,9,86.0,199.99,1,1057,1057,196
CA-2016-166282,395,48.35,158.26,11,947,183,7
CA-2016-166373,65,-9.28,106.08,6,147,792,535
CA-2016-166380,101,39.62,138.53,11,198,1234,494
CA-2016-166429,119,449.99,999.98,2,476,162,592
CA-2016-166443,34,16.46,38.29,7,254,732,293
CA-2016-166485,395,5.57,16.5,2,880,535,117
CA-2016-166618,45,10.06,37.63,3,696,741,24
CA-2016-166625,308,11.78,25.06,2,167,764,758
CA-2016-166653,271,19.99,63.97,2,897,446,472
CA-2016-166674,135,116.35,560.78,22,178,1015,181
CA-2016-166772,59,40.97,163.88,2,873,446,707
CA-2016-166912,29,40.17,81.98,2,804,327,336
CA-2016-167115,45,184.0,588.78,2,958,526,699
CA-2016-167241,25,75.09,533.09,13,243,250,217
CA-2016-167290,423,3.5,11.68,2,859,254,639
CA-2016-167416,59,26.9,54.9,5,536,624,758
CA-2016-167507,313,-17.11,65.94,15,596,1290,193
CA-2016-167556,29,155.23,498.61,22,892,1197,49
CA-2016-167584,193,3.11,6.48,1,399,399,48
CA-2016-167605,586,-31.86,30.34,2,236,567,262
CA-2016-167682,238,146.83,331.08,8,1015,526,9
CA-2016-167759,463,37.76,134.85,3,840,387,113
CA-2016-167983,60,11.7,33.44,10,1036,1358,345
CA-2016-168032,228,-397.13,2067.8,10,806,1066,650
CA-2016-168046,23,-76.44,831.5,16,967,1198,63
CA-2016-168081,32,64.67,258.7,3,423,1253,402
CA-2016-168354,259,757.56,2545.12,19,251,1331,563
CA-2016-168361,36,-1.34,0.84,1,1028,674,33
CA-2016-168536,129,8.62,66.3,3,887,435,561
CA-2016-168543,45,197.92,706.86,7,894,274,158
CA-2016-168557,34,3.12,8.93,2,251,713,395
CA-2016-168753,153,285.77,1002.7,10,211,1264,210
CA-2016-168774,532,160.62,535.41,3,913,369,532
CA-2016-168830,34,163.19,479.97,3,77,373,504
CA-2016-168844,164,90.37,186.85,9,1206,112,392
CA-2016-168893,0,183.61,903.77,16,54,0,275
CA-2016-168921,13,6.03,19.3,3,201,332,122
CA-2016-168956,36,-224.62,167.18,14,595,880,105
CA-2016-169026,129,0.23,23.34,3,590,572,475
CA-2016-169103,229,81.41,1466.32,8,387,69,233
CA-2016-169166,60,13.16,93.98,2,195,675,196
CA-2016-169194,21,11.05,66.8,5,23,674,23
CA-2016-169215,135,13.32,29.61,9,216,427,681
CA-2016-169334,280,6.98,111.67,9,147,1057,543
CA-2016-169663,62,382.83,3384.45,6,612,69,563
CA-2016-169670,29,313.26,2563.06,8,591,413,555
CA-2016-169824,29,34.69,107.07,16,939,907,374
CA-2016-169838,30,400.11,1745.91,18,881,896,179
CA-2016-169887,59,36.04,116.96,7,332,332,652
CA-2016-169922,174,-24.89,22.15,15,725,26,89
CA-2016-169943,164,112.78,821.22,26,288,1012,202
CA-2016-169957,472,101.98,366.78,15,182,955,17
CA-2016-169971,16,8.05,66.29,4,913,369,582
CA-2017-100013,62,12.22,29.69,5,44,343,233
CA-2017-100055,615,46.18,152.59,5,39,702,550
CA-2017-100097,29,302.47,1115.25,10,200,1161,438
CA-2017-100111,45,1571.81,7359.92,52,1088,986,277
CA-2017-100160,63,16.96,49.69,11,210,220,90
CA-2017-100202,158,22.68,302.38,3,413,1354,379
CA-2017-100223,77,-359.79,396.39,28,957,815,322
CA-2017-100230,45,42.36,149.87,6,157,934,211
CA-2017-100237,12,4.2,11.68,2,453,15,458
CA-2017-100314,89,56.9,372.45,9,365,361,357
CA-2017-100335,26,26.47,73.01,9,210,1168,376
CA-2017-100356,155,-62.38,23.99,2,208,1296,727
CA-2017-100384,282,123.64,421.42,17,92,870,468
CA-2017-100412,519,35.49,141.96,2,66,377,676
CA-2017-100426,256,5.62,12.48,2,400,110,419
CA-2017-100433,29,12.44,25.92,4,938,1153,319
CA-2017-100524,164,220.23,782.4,13,185,459,441
CA-2017-100580,88,11.71,36.02,3,802,648,149
CA-2017-100601,253,0.98,48.86,7,673,225,271
CA-2017-100615,155,-20.76,347.38,10,693,558,695
CA-2017-100622,415,316.93,1030.74,8,132,659,54
CA-2017-100636,45,0.0,272.94,3,335,160,157
CA-2017-100650,158,310.99,1295.78,2,222,445,158
CA-2017-100748,94,27.49,58.48,8,726,968,176
CA-2017-100783,210,3.8,30.38,1,507,565,451
CA-2017-100811,105,6.57,47.75,6,610,221,693
CA-2017-100825,1,23.97,99.87,3,428,32,470
CA-2017-100902,43,201.67,699.4,12,701,610,242
CA-2017-100951,162,54.06,720.76,5,255,193,544
CA-2017-101014,13,41.45,148.02,3,635,507,459
CA-2017-101042,0,224.45,843.84,8,123,51,455
CA-2017-101049,177,-31.92,59.18,11,548,643,238
CA-2017-101077,176,2.14,6.85,2,613,983,551
CA-2017-101182,430,21.33,56.14,5,507,528,683
CA-2017-101210,280,2.77,13.15,3,326,735,386
CA-2017-101245,9,174.76,410.71,13,344,734,352
CA-2017-101273,454,0.9,14.34,4,151,1318,461
CA-2017-101308,59,-16.03,93.72,5,280,566,435
CA-2017-101322,106,-34.07,340.7,6,116,1346,684
CA-2017-101434,98,76.8,249.79,5,308,818,309
CA-2017-101483,222,8.29,61.22,10,570,378,165
CA-2017-101574,3,4.44,9.24,3,394,1055,232
CA-2017-101581,313,-120.51,177.22,5,760,855,694
CA-2017-101637,581,0.96,12.77,2,668,613,556
CA-2017-101665,34,1.34,5.16,2,920,96,356
CA-2017-101700,608,10.36,30.35,5,756,466,2
CA-2017-101728,155,-3.9,2.3,2,971,962,623
CA-2017-101749,54,-6.42,171.29,3,621,1048,442
CA-2017-101798,29,21.47,63.34,6,157,934,160
CA-2017-101805,59,41.88,627.84,21,96,1139,64
CA-2017-101945,32,2.57,10.82,3,221,354,218
CA-2017-101959,264,8.22,17.62,3,1229,904,551
CA-2017-102099,141,23.56,51.99,10,404,484,212
CA-2017-102155,439,99.94,373.94,4,1002,729,645
CA-2017-102197,29,171.44,364.27,11,698,377,83
CA-2017-102204,133,-457.73,3740.51,11,927,636,170
CA-2017-102218,376,3.95,11.7,2,264,507,560
CA-2017-102267,465,0.83,2.37,2,329,769,561
CA-2017-102309,617,70.2,212.91,7,397,145,770
CA-2017-102337,155,-120.46,683.02,13,487,114,174
CA-2017-102379,232,80.44,1378.95,15,574,1139,179
CA-2017-102407,25,93.24,1096.49,12,34,1096,401
CA-2017-102414,51,5.06,49.89,6,356,796,350
CA-2017-102519,201,75.3,190.67,10,344,1161,312
CA-2017-102554,341,1.09,3.76,2,532,140,607
CA-2017-102610,428,-18.03,248.4,16,259,1183,244
CA-2017-102659,437,26.9,54.9,5,34,934,560
CA-2017-102729,162,5.56,55.62,2,40,1108,682
CA-2017-102736,365,11.52,177.08,12,528,428,431
CA-2017-102750,1,-99.18,1322.35,3,507,565,620
CA-2017-102771,45,22.09,84.95,5,185,1334,157
CA-2017-102820,54,52.49,419.94,7,917,943,229
CA-2017-102834,94,69.99,199.98,2,631,677,352
CA-2017-102925,23,118.9,796.03,22,60,468,512
CA-2017-102946,121,25.58,75.79,3,160,957,163
CA-2017-102967,208,17.52,67.4,5,585,986,450
CA-2017-102974,3,42.4,190.01,10,20,241,317
CA-2017-103009,126,11.88,26.4,5,132,60,601
CA-2017-103065,133,8.88,59.83,9,179,179,690
CA-2017-103156,74,7.21,24.05,9,51,221,143
CA-2017-103212,299,363.68,1541.51,11,119,336,659
CA-2017-103352,164,38.29,114.41,9,344,329,261
CA-2017-103380,54,71.98,739.74,10,610,920,593
CA-2017-103415,16,-14.27,13.59,2,734,166,597
CA-2017-103443,29,77.42,315.9,7,94,331,247
CA-2017-103478,173,-169.42,97.05,11,246,1138,126
CA-2017-103499,280,-23.58,209.57,2,225,221,301
CA-2017-103506,255,19.87,41.4,4,283,944,756
CA-2017-103520,338,3.35,9.25,2,397,145,186
CA-2017-103611,1,3.01,8.36,2,510,175,341
CA-2017-103765,456,-24.77,13.76,1,221,329,684
CA-2017-103877,53,757.41,1577.94,3,210,32,372
CA-2017-103968,352,107.04,629.64,9,96,226,529
CA-2017-104003,94,-14.48,307.67,2,566,119,290
CA-2017-104010,164,15.37,54.9,5,756,1016,143
CA-2017-104024,63,0.71,9.41,7,635,213,550
CA-2017-104066,370,67.66,205.03,7,256,389,425
CA-2017-104080,158,65.07,174.56,7,144,1395,117
CA-2017-104108,14,2.13,12.16,5,574,34,532
CA-2017-104136,289,111.15,230.69,11,752,259,11
CA-2017-104220,193,105.94,340.22,20,289,1119,296
CA-2017-104318,78,2.34,20.77,2,726,796,395
CA-2017-104381,144,10.43,33.38,4,819,331,279
CA-2017-104388,10,22.39,79.96,4,957,437,460
CA-2017-104577,289,42.05,87.6,5,605,1348,237
CA-2017-104619,58,104.95,412.99,8,714,926,470
CA-2017-104640,23,439.23,1362.06,5,468,673,395
CA-2017-104647,141,16.85,37.44,6,660,1332,242
CA-2017-104731,270,195.57,951.98,29,246,944,562
CA-2017-104745,114,14.07,79.34,8,148,400,150
CA-2017-104801,59,367.28,914.12,8,778,600,651
CA-2017-104822,23,12.03,24.55,5,179,179,46
CA-2017-104850,5,-25.47,291.14,4,487,249,69
CA-2017-104864,474,34.9,552.86,29,551,51,40
CA-2017-104885,285,177.71,627.48,18,580,144,587
CA-2017-104906,29,8.79,17.94,3,778,922,687
CA-2017-104913,255,36.73,74.95,5,551,903,54
CA-2017-104927,14,25.82,108.13,15,66,377,743
